,age,job,education,default,balance,personal-loan,current-campaign,subscribed
615,31,blue-collar,secondary,no,-45,no,1,no
616,28,management,tertiary,no,231,yes,2,no
617,31,management,secondary,no,36,no,2,no
618,30,technician,tertiary,no,1570,no,1,no
619,35,technician,tertiary,no,7050,no,3,yes
620,33,blue-collar,primary,no,3704,no,2,no
621,30,technician,tertiary,no,6619,no,8,no
622,32,blue-collar,secondary,no,-84,no,1,no
623,40,management,tertiary,no,1509,no,1,no
624,31,self-employed,tertiary,no,1134,no,2,no
625,36,technician,secondary,no,146,yes,2,no
626,33,management,tertiary,no,9449,no,1,no
627,57,retired,secondary,no,374,yes,1,no
628,45,technician,secondary,no,88,no,2,no
629,59,management,tertiary,no,2764,no,1,no
630,30,management,tertiary,no,2,yes,8,yes
631,33,technician,tertiary,no,8023,no,1,no
632,52,blue-collar,secondary,no,289,no,13,no
633,83,retired,secondary,no,0,no,10,no
634,58,self-employed,tertiary,no,1382,no,1,yes
635,33,management,tertiary,yes,280,yes,1,no
636,41,blue-collar,primary,no,2195,no,5,no
637,31,self-employed,secondary,no,33,no,4,no
638,35,blue-collar,secondary,no,275,yes,5,no
639,27,management,tertiary,no,703,no,3,yes
640,57,admin.,secondary,no,887,no,8,no
641,56,management,tertiary,no,0,no,2,no
642,53,admin.,secondary,no,1178,no,2,no
643,39,management,tertiary,no,2763,no,2,yes
644,32,entrepreneur,tertiary,no,890,yes,10,no
645,46,self-employed,secondary,no,548,no,4,yes
646,56,technician,tertiary,no,272,no,2,no
647,46,management,tertiary,no,6269,no,3,no
648,29,entrepreneur,secondary,no,178,no,4,no
649,60,management,primary,no,252,yes,2,no
650,33,housemaid,tertiary,no,23663,no,2,no
651,27,entrepreneur,tertiary,no,81,no,1,no
652,50,self-employed,tertiary,no,59,no,2,no
653,45,services,secondary,no,1343,yes,1,no
654,58,retired,secondary,no,225,no,6,no
655,59,retired,primary,no,0,no,7,no
656,58,retired,primary,no,2538,no,6,no
657,64,retired,primary,no,43,no,1,no
658,47,technician,secondary,no,57,no,1,no
659,40,management,tertiary,no,-117,no,2,no
660,36,technician,secondary,no,666,yes,1,no
661,28,management,tertiary,no,0,no,5,yes
662,38,technician,tertiary,no,25,no,2,yes
663,53,entrepreneur,primary,no,1034,no,2,no
664,46,blue-collar,secondary,no,324,no,6,no
665,54,technician,secondary,no,0,no,1,no
666,32,management,tertiary,no,0,no,1,no
667,55,management,primary,no,621,yes,1,no
668,55,retired,secondary,no,138,no,1,no
669,56,technician,secondary,no,4063,yes,4,no
670,40,blue-collar,secondary,no,11084,no,1,no
671,44,technician,secondary,no,310,no,1,no
672,32,entrepreneur,secondary,no,73,no,1,no
673,33,management,tertiary,no,1808,no,4,no
674,41,unemployed,secondary,no,1281,no,3,no
675,37,technician,secondary,no,64,no,4,no
676,58,management,tertiary,no,2,no,3,no
677,52,blue-collar,secondary,no,60,yes,2,no
678,49,services,secondary,no,133,no,6,no
679,44,housemaid,primary,no,3706,no,3,no
680,28,admin.,secondary,no,174,no,1,no
681,31,technician,secondary,no,251,yes,2,no
682,37,self-employed,secondary,no,4153,no,16,no
683,30,technician,tertiary,no,985,no,2,no
684,28,services,secondary,no,168,no,3,yes
685,46,services,secondary,no,1550,no,2,no
686,47,management,tertiary,no,7708,no,5,no
687,35,blue-collar,primary,no,-12,no,5,no
688,80,management,primary,no,6483,no,1,no
689,30,technician,tertiary,no,60,yes,5,no
690,55,technician,secondary,no,3339,no,1,no
691,22,student,tertiary,no,1161,yes,1,no
692,33,blue-collar,primary,no,599,no,1,no
693,53,entrepreneur,secondary,no,28,no,2,no
694,49,management,tertiary,no,1430,no,2,no
695,51,retired,secondary,no,35,yes,4,no
696,41,self-employed,tertiary,no,6000,no,1,no
697,34,technician,secondary,no,0,no,1,no
698,36,blue-collar,secondary,no,340,yes,3,no
699,35,entrepreneur,tertiary,no,0,no,1,no
700,29,services,secondary,no,3,no,1,no
701,40,technician,tertiary,no,445,no,1,no
702,32,management,tertiary,no,874,no,6,yes
703,48,blue-collar,secondary,no,705,no,2,no
704,59,retired,secondary,no,1033,no,1,yes
705,35,self-employed,tertiary,no,1354,no,2,yes
706,33,technician,tertiary,no,123,no,1,no
707,55,retired,primary,no,8894,no,1,no
708,41,blue-collar,secondary,no,429,no,1,no
709,42,housemaid,primary,no,14752,no,2,no
710,46,blue-collar,primary,no,67,no,1,no
711,35,housemaid,secondary,no,39,no,2,no
712,28,technician,tertiary,no,102,no,2,no
713,25,student,secondary,no,1790,no,1,no
714,56,management,tertiary,no,15311,no,6,no
715,30,admin.,secondary,no,-635,no,1,no
716,45,blue-collar,secondary,no,115,no,4,no
717,40,management,tertiary,no,10786,no,3,no
718,40,blue-collar,secondary,no,498,no,2,no
719,39,blue-collar,secondary,no,1045,yes,13,no
720,48,entrepreneur,tertiary,no,810,no,1,no
721,31,technician,tertiary,no,-162,no,1,no
722,32,management,tertiary,no,55,no,3,no
723,34,services,secondary,no,586,yes,2,no
724,26,technician,secondary,no,455,no,1,no
725,31,management,tertiary,no,1010,no,3,no
726,37,management,tertiary,no,509,no,1,no
727,29,student,secondary,no,2929,no,1,no
728,57,technician,secondary,no,3071,yes,3,no
729,47,management,tertiary,no,153,no,2,no
730,38,self-employed,secondary,no,1146,no,2,no
731,48,blue-collar,primary,no,1092,yes,1,no
732,50,management,tertiary,no,3463,yes,1,yes
733,33,admin.,secondary,no,1158,no,2,no
734,28,admin.,secondary,no,26,no,2,no
735,30,services,secondary,no,566,no,1,no
736,52,technician,secondary,no,204,no,2,no
737,36,technician,secondary,no,480,no,1,yes
738,36,technician,secondary,no,1855,no,1,no
739,46,services,secondary,no,1034,no,2,no
740,57,management,tertiary,no,3250,no,3,no
741,28,management,secondary,no,1633,no,1,yes
742,46,services,secondary,no,0,no,1,no
743,55,retired,primary,no,3334,no,4,yes
744,33,management,tertiary,no,4020,yes,1,no
745,53,management,secondary,no,66,yes,1,no
746,41,technician,secondary,no,-41,yes,1,no
747,60,blue-collar,secondary,no,322,no,1,no
748,35,entrepreneur,primary,no,2643,yes,1,no
749,43,blue-collar,primary,no,49,no,1,no
750,57,admin.,primary,no,1,no,10,no
751,46,admin.,secondary,no,3098,no,9,no
752,31,blue-collar,primary,no,352,no,9,no
753,53,technician,secondary,no,65,no,2,no
754,35,blue-collar,secondary,no,1949,no,3,no
755,32,admin.,secondary,no,739,no,3,no
756,48,management,tertiary,no,1167,yes,1,yes
757,50,admin.,secondary,no,231,no,2,no
758,40,blue-collar,primary,no,1136,no,1,no
759,42,entrepreneur,tertiary,no,233,no,1,no
760,59,admin.,secondary,no,817,no,1,no
761,27,blue-collar,primary,no,1128,no,4,no
762,32,management,tertiary,no,1831,no,2,no
763,35,technician,secondary,no,450,no,1,no
764,28,services,secondary,no,0,no,2,no
765,37,management,secondary,no,414,no,2,no
766,57,management,primary,no,1052,no,4,no
767,42,admin.,secondary,no,1022,no,2,no
768,55,admin.,primary,no,343,no,3,no
769,52,management,tertiary,no,1944,no,3,no
770,26,blue-collar,secondary,no,-32,yes,6,no
771,52,technician,secondary,no,1781,no,2,no
772,26,management,tertiary,no,350,no,1,no
773,33,unemployed,secondary,no,2,no,1,no
774,24,blue-collar,primary,no,111,yes,4,no
775,37,management,tertiary,no,168,no,1,no
776,28,technician,secondary,no,3,no,8,no
777,30,technician,secondary,no,102,no,2,no
778,33,blue-collar,primary,no,0,no,1,no
779,55,management,primary,no,159,no,1,no
780,33,blue-collar,secondary,no,1134,no,2,no
781,42,blue-collar,secondary,no,352,no,3,no
782,37,management,tertiary,no,865,no,1,no
783,59,blue-collar,primary,no,179,no,3,no
784,27,blue-collar,secondary,no,5,no,3,no
785,23,student,tertiary,yes,-230,no,2,no
786,51,management,tertiary,no,0,no,2,no
787,50,blue-collar,primary,no,3924,no,2,no
788,43,technician,secondary,no,764,no,5,no
789,37,blue-collar,primary,no,511,no,1,no
790,34,management,tertiary,no,4348,no,8,no
791,41,management,tertiary,no,3016,no,3,no
792,26,student,secondary,no,279,no,3,no
793,49,management,tertiary,no,1405,no,1,no
794,29,blue-collar,secondary,no,908,no,1,yes
795,30,management,tertiary,no,162,no,4,no
796,38,services,secondary,no,792,no,1,no
797,58,management,secondary,no,111,no,2,no
798,34,student,secondary,no,1281,no,1,no
799,53,services,secondary,no,1012,no,2,no
800,50,management,tertiary,no,2881,no,2,no
801,30,blue-collar,secondary,no,445,no,1,no
802,40,management,secondary,no,643,no,2,no
803,57,housemaid,secondary,no,254,no,1,no
804,40,management,tertiary,no,-1212,no,2,no
805,41,technician,secondary,no,2125,yes,3,no
806,53,technician,secondary,no,629,no,1,no
807,48,blue-collar,secondary,no,-202,yes,4,no
808,32,technician,secondary,no,271,no,2,no
809,34,management,tertiary,no,703,no,1,yes
810,46,blue-collar,secondary,no,-216,no,3,no
811,45,services,secondary,no,88,yes,1,no
812,51,admin.,tertiary,no,16,no,1,no
813,31,management,secondary,no,466,no,1,no
814,47,technician,secondary,no,-75,no,1,no
815,32,blue-collar,secondary,no,456,no,1,no
816,41,technician,secondary,no,77,no,1,no
817,37,services,secondary,no,-244,no,1,no
818,27,blue-collar,primary,no,1209,no,1,no
819,27,services,secondary,no,58,no,1,no
820,50,management,secondary,yes,421,no,5,no
821,31,management,tertiary,no,112,no,2,no
822,40,self-employed,tertiary,no,13669,no,1,no
823,43,management,tertiary,no,1429,no,1,yes
824,39,technician,tertiary,no,794,no,1,no
825,31,entrepreneur,tertiary,no,1957,no,3,no
826,48,technician,secondary,no,454,no,1,no
827,32,blue-collar,primary,no,882,yes,8,no
828,47,unemployed,primary,no,168,no,1,no
829,35,management,tertiary,no,714,no,22,no
830,42,management,tertiary,no,0,no,1,no
831,47,blue-collar,secondary,no,1996,no,2,yes
832,59,retired,secondary,no,163,no,1,no
833,38,admin.,secondary,no,3190,no,2,no
834,50,unemployed,secondary,no,1772,no,4,no
835,27,services,secondary,no,-151,no,2,no
836,55,housemaid,primary,no,16,no,1,no
837,39,services,secondary,no,7066,no,3,yes
838,31,technician,tertiary,no,454,no,3,no
839,37,entrepreneur,tertiary,no,4798,no,2,no
840,28,technician,secondary,yes,-298,no,7,no
841,42,technician,secondary,no,439,no,2,no
842,40,services,secondary,no,1927,no,1,no
843,59,management,secondary,no,671,yes,2,no
844,40,services,secondary,no,65,no,3,no
845,43,technician,secondary,no,-932,no,1,no
846,38,technician,secondary,no,4366,no,2,no
847,54,retired,primary,no,0,no,2,no
848,41,blue-collar,secondary,no,4900,no,2,no
849,55,housemaid,primary,no,976,no,1,yes
850,33,management,tertiary,no,148,no,1,no
851,46,blue-collar,secondary,no,5,no,3,no
852,36,management,secondary,no,-148,no,2,no
853,48,technician,tertiary,no,113,yes,1,no
854,42,management,secondary,no,-105,no,2,no
855,46,management,tertiary,no,624,no,2,yes
856,49,technician,secondary,yes,-1680,yes,4,no
857,36,blue-collar,secondary,no,-461,no,2,no
858,34,technician,tertiary,no,144,yes,1,no
859,51,entrepreneur,tertiary,no,4,yes,5,no
860,58,blue-collar,primary,no,309,no,2,no
861,48,management,tertiary,no,866,no,2,no
862,41,admin.,secondary,no,1020,no,1,yes
863,49,self-employed,primary,no,489,no,4,no
864,43,management,primary,no,8167,no,2,no
865,32,blue-collar,secondary,no,-255,yes,3,no
866,54,retired,secondary,no,3671,no,3,no
867,33,blue-collar,primary,no,636,no,11,no
868,35,technician,secondary,no,141,no,2,no
869,56,technician,secondary,no,150,yes,6,no
870,57,technician,secondary,no,839,yes,1,no
871,31,housemaid,primary,no,26965,no,2,yes
872,33,technician,secondary,no,716,no,2,no
873,29,technician,tertiary,no,2485,no,6,no
874,38,management,tertiary,no,15030,no,1,no
875,37,admin.,secondary,no,11303,no,2,no
876,33,entrepreneur,tertiary,no,595,no,2,no
877,30,management,tertiary,no,19358,no,2,no
878,31,self-employed,secondary,no,203,yes,1,no
879,28,technician,tertiary,no,183,yes,2,no
880,26,admin.,secondary,no,255,no,1,yes
881,31,technician,secondary,no,102,no,2,no
882,50,housemaid,primary,no,94,no,4,no
883,45,entrepreneur,primary,no,58,no,3,no
884,48,management,primary,no,606,no,6,no
885,41,technician,secondary,no,0,yes,1,no
886,60,technician,primary,no,65,no,2,yes
887,41,blue-collar,secondary,no,338,no,1,no
888,43,blue-collar,primary,no,757,no,4,no
889,36,management,tertiary,no,9269,yes,2,no
890,40,blue-collar,primary,no,1206,yes,5,no
891,28,management,tertiary,no,882,yes,1,no
892,27,student,tertiary,no,5291,no,2,yes
893,49,management,secondary,no,61,no,2,no
894,37,technician,tertiary,no,0,no,1,no
895,31,blue-collar,secondary,no,1407,no,3,no
896,31,technician,secondary,yes,25,no,1,no
897,31,blue-collar,secondary,no,1354,yes,2,no
898,35,blue-collar,primary,no,793,no,1,no
899,51,blue-collar,secondary,no,10287,no,1,no
900,33,technician,secondary,no,5235,no,3,no
901,30,technician,tertiary,no,3,no,2,no
902,58,technician,secondary,no,409,yes,2,no
903,34,admin.,tertiary,no,35,no,1,no
904,45,management,tertiary,no,-459,no,6,no
905,28,services,secondary,no,198,no,2,yes
906,31,blue-collar,primary,no,99,no,2,no
907,40,management,tertiary,no,60,no,6,no
908,30,services,secondary,no,3485,no,2,no
909,34,entrepreneur,secondary,no,-139,yes,2,no
910,40,blue-collar,secondary,no,952,yes,1,no
911,59,retired,primary,no,1427,no,2,no
912,43,technician,tertiary,no,1017,no,2,no
913,41,management,tertiary,no,-29,no,2,no
914,33,technician,secondary,no,9,no,2,no
915,33,management,secondary,no,4040,no,2,no
916,36,blue-collar,secondary,no,13,no,1,no
917,32,self-employed,secondary,no,1259,no,2,no
918,25,admin.,secondary,no,18,no,1,no
919,25,blue-collar,secondary,no,-76,no,3,no
920,38,technician,tertiary,no,221,no,3,no
921,34,management,tertiary,no,136,no,1,no
922,67,blue-collar,secondary,no,16353,no,2,no
923,32,blue-collar,secondary,no,-63,no,1,no
924,45,housemaid,primary,no,7353,no,2,no
925,33,blue-collar,primary,no,511,no,2,no
926,38,admin.,primary,no,3913,no,2,no
927,32,technician,secondary,no,1097,no,2,no
928,54,retired,tertiary,no,6102,yes,6,no
929,51,admin.,secondary,no,340,no,1,no
930,42,blue-collar,primary,no,-119,no,3,no
931,41,admin.,secondary,no,2993,no,12,no
932,39,management,tertiary,no,3575,yes,3,no
933,38,blue-collar,secondary,no,361,no,1,no
934,39,management,secondary,no,1072,no,2,no
935,46,blue-collar,primary,no,2904,no,2,no
936,50,entrepreneur,tertiary,no,1790,yes,3,no
937,33,blue-collar,secondary,no,86,no,1,no
938,37,technician,secondary,no,1633,no,3,no
939,31,management,tertiary,no,8312,no,13,no
940,34,blue-collar,secondary,no,172,no,1,yes
941,34,management,tertiary,no,0,no,1,yes
942,36,management,tertiary,no,222,no,1,no
943,40,technician,secondary,no,109,no,22,no
944,40,blue-collar,secondary,no,1451,no,1,yes
945,41,technician,secondary,no,1066,no,3,yes
946,52,management,tertiary,no,3163,no,6,no
947,40,services,secondary,no,888,no,2,no
948,48,blue-collar,secondary,no,428,no,1,no
949,33,management,secondary,no,106,no,3,no
950,44,technician,secondary,no,0,no,2,no
951,55,management,tertiary,no,979,yes,1,no
952,51,admin.,secondary,no,2662,no,2,no
953,34,management,tertiary,no,84,no,1,no
954,58,retired,secondary,no,5920,no,1,no
955,39,management,tertiary,no,816,no,3,no
956,27,unemployed,secondary,no,3276,no,1,no
957,55,management,tertiary,no,2,no,1,no
958,35,technician,secondary,no,-51,no,2,no
959,37,technician,tertiary,no,3315,no,2,no
960,52,technician,secondary,no,196,yes,1,no
961,41,blue-collar,secondary,no,552,no,1,no
962,52,admin.,secondary,no,2347,yes,3,no
963,34,blue-collar,secondary,no,3723,no,5,no
964,53,management,primary,no,255,no,1,no
965,33,management,tertiary,no,3143,no,2,yes
966,47,self-employed,secondary,no,0,no,8,no
967,35,blue-collar,secondary,no,6411,yes,1,no
968,33,management,tertiary,no,1909,no,2,no
969,55,blue-collar,primary,no,3873,no,1,no
970,58,self-employed,primary,no,1013,no,1,yes
971,44,admin.,secondary,no,262,no,1,no
972,25,services,secondary,no,3217,no,1,no
973,37,technician,secondary,no,5436,no,11,no
974,41,blue-collar,primary,no,2067,no,7,no
975,34,blue-collar,secondary,no,215,no,3,yes
976,36,services,secondary,no,1594,no,3,no
977,44,self-employed,tertiary,no,134,no,4,no
978,34,entrepreneur,tertiary,no,262,no,1,no
979,56,blue-collar,primary,no,3021,no,2,no
980,43,management,tertiary,no,388,no,2,yes
981,28,blue-collar,secondary,no,3412,no,4,no
982,54,blue-collar,secondary,no,1291,no,1,no
983,37,technician,secondary,no,79,no,1,no
984,59,self-employed,tertiary,no,2013,no,4,yes
985,58,blue-collar,secondary,no,543,yes,3,no
986,56,management,tertiary,no,1016,no,5,no
987,32,blue-collar,secondary,no,604,yes,3,no
988,42,management,tertiary,no,525,no,2,no
989,52,retired,primary,no,353,no,4,no
990,46,management,tertiary,no,964,no,1,no
991,37,admin.,tertiary,no,3913,no,1,yes
992,39,blue-collar,primary,no,879,no,2,no
993,31,admin.,secondary,no,314,no,1,no
994,59,housemaid,primary,no,0,no,11,no
995,38,blue-collar,secondary,no,1370,no,2,no
996,58,management,secondary,no,37,no,11,no
997,34,management,tertiary,no,673,yes,1,no
998,40,services,secondary,no,-342,no,1,no
999,20,student,secondary,no,291,no,5,no
1000,34,technician,secondary,no,209,yes,2,no
1001,31,technician,tertiary,no,438,no,2,no
1002,39,admin.,secondary,no,1242,no,3,no
1003,34,entrepreneur,tertiary,no,355,no,1,no
1004,24,blue-collar,secondary,no,204,yes,3,no
1005,41,management,tertiary,no,10758,no,1,no
1006,40,management,tertiary,no,5,no,3,no
1007,45,technician,secondary,no,410,no,4,yes
1008,36,management,tertiary,no,605,no,1,no
1009,53,management,tertiary,no,4,no,6,no
1010,23,student,secondary,no,8494,no,2,no
1011,42,entrepreneur,primary,no,198,no,1,no
1012,48,blue-collar,secondary,no,841,no,1,no
1013,34,management,tertiary,no,8,no,4,no
1014,36,admin.,secondary,no,470,no,4,no
1015,43,retired,secondary,no,520,no,13,no
1016,36,blue-collar,secondary,no,439,no,5,no
1017,49,blue-collar,secondary,no,-454,no,1,yes
1018,55,retired,secondary,no,466,no,4,no
1019,53,retired,secondary,no,665,no,2,yes
1020,42,technician,secondary,no,994,no,1,yes
1021,45,admin.,secondary,no,5346,yes,1,yes
1022,31,blue-collar,secondary,no,1243,no,1,no
1023,32,admin.,tertiary,no,0,no,1,no
1024,36,blue-collar,secondary,no,2357,no,2,no
1025,56,retired,secondary,no,1044,no,2,yes
1026,46,admin.,secondary,no,1069,no,2,no
1027,41,housemaid,secondary,no,231,no,2,no
1028,31,admin.,secondary,no,0,yes,2,no
1029,32,technician,secondary,no,266,no,2,no
1030,38,management,tertiary,no,-70,no,1,no
1031,49,retired,primary,no,25824,no,1,no
1032,46,management,primary,no,538,no,3,no
1033,29,technician,secondary,no,534,no,1,no
1034,36,admin.,secondary,no,2323,no,1,no
